Fiscal Year Closed,Release Month & Year,Closure Type,Race - Ethnicity,Sex,Age at Closure,Institution Name ,Convicting Offense,Convicting Offense Classification,Zip Code of Work Unit Region,Convicting Offense Description,Convicting Offense Type,Convicting Offense Subtype,Months Served
2015,05/01/2015 12:00:00 AM,Paroled to Detainer - INS,White - Hispanic,Male,41,Iowa Medical & Classification Center,124.401(1)(b)(7),B Felony,"52241(41.694462, -91.58569)","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,12.43
2015,05/01/2015 12:00:00 AM,Work Release Granted,American Indian or Alaska Native - Non-Hispanic,Male,34,Newton Correctional Facility,"902.8,B",Felony - Enhancement to Original Penalty,"50208(41.707788, -93.035318)",HABITUAL OFFENDER (PROPERTY),Other,Other Criminal,14.51
2015,06/01/2015 12:00:00 AM,Paroled to Detainer - Out of State,White - Non-Hispanic,Male,37,Newton Correctional Facility,713.6A,D Felony,"50208(41.707788, -93.035318)",BURGLARY 3RD DEGREE,Property,Burglary,32.96
2016,05/01/2016 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,29,Fort Dodge Correctional Facility,715A.2(2)a,D Felony,"50501(42.494187, -94.188076)",FORGERY,Property,Forgery/Fraud,11.68
2014,04/01/2014 12:00:00 AM,Paroled to Detainer - U.S. Marshall,White - Non-Hispanic,Male,45,Mount Pleasant Correctional Facility,709.8,D Felony,"52641(40.988278, -91.57896)",Lascivious Acts with a Child - 2 years PA/WR after TDD.,Violent,Sex,126.78
2016,05/01/2016 12:00:00 AM,Work Release Granted,White - Hispanic,Male,33,Clarinda Correctional Facility,714.2(1),C Felony,"51632(40.747654, -95.045654)",THEFT 1ST DEGREE,Property,Theft,28.22
2016,06/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,42,Iowa Correctional Institution for Women,321J.2(C),D Felony,"50169(41.658201, -93.356797)",OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI,9.97
2016,06/01/2016 12:00:00 AM,Paroled to Detainer - Out of State,White - Non-Hispanic,Male,20,Iowa Medical & Classification Center,708.3A(3),Aggravated Misdemeanor,"52241(41.694462, -91.58569)",ASSAULT CAUSING INJURY--PEACE OFFICERS/OTHERS,Violent,Assault,11.38
2016,06/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,31,Iowa Correctional Institution for Women,"124.401(5),B",Aggravated Misdemeanor,"50169(41.658201, -93.356797)",Proh Acts-Poss w/o Prescription - 2nd Offense,Drug,Drug Possession,5.39
2014,06/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Female,30,Iowa Correctional Institution for Women,714.2(1),C Felony,"50169(41.658201, -93.356797)",THEFT 1ST DEGREE,Property,Theft,4.77
2016,06/01/2016 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,28,Clarinda Correctional Facility,713.5,C Felony,"51632(40.747654, -95.045654)",BURGLARY 2ND DEGREE,Property,Burglary,34.61
2014,07/01/2013 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,27,Iowa State Penitentiary,707.4,C Felony,"52627(40.651925, -91.34727)",VOLUNTARY MANSLAUGHTER,Violent,Murder/Manslaughter,123.62
2016,04/01/2016 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,29,Fort Dodge Correctional Facility,713.5,C Felony,"50501(42.494187, -94.188076)",BURGLARY 2ND DEGREE,Property,Burglary,74.05
2014,05/01/2014 12:00:00 AM,Paroled to Detainer - INS,White - Hispanic,Male,47,Mount Pleasant Correctional Facility,709.8(3),D Felony,"52641(40.988278, -91.57896)",Lascivious Acts With A Child - 10 yr. special sentence,Violent,Sex,14.11
2016,06/01/2016 12:00:00 AM,Paroled to Detainer - U.S. Marshall,White - Non-Hispanic,Male,33,Clarinda Correctional Facility,708.4(1),C Felony,"51632(40.747654, -95.045654)",WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,39.08
2014,05/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,36,Clarinda Correctional Facility,713.6A,D Felony,"51632(40.747654, -95.045654)",BURGLARY 3RD DEGREE,Property,Burglary,13.78
2016,06/01/2016 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,26,North Central Correctional Facility,713.6A,D Felony,"50579(42.394184, -94.640946)",BURGLARY 3RD DEGREE,Property,Burglary,8.06
2015,06/01/2015 12:00:00 AM,Paroled w/Immediate Discharge,Black - Non-Hispanic,Male,35,North Central Correctional Facility,124.401(1)(d)(2),D Felony,"50579(42.394184, -94.640946)","Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg",Drug,Trafficking,22.24
2014,05/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,46,North Central Correctional Facility,124.411,Felony - Enhancement to Original Penalty,"50579(42.394184, -94.640946)",Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,24.41
2016,06/01/2016 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,26,Newton Correctional Facility,714.3A(2)(a),Aggravated Misdemeanor,"50208(41.707788, -93.035318)",Aggravated Theft,Violent,Assault,16.05
2015,06/01/2015 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,34,Clarinda Correctional Facility,715A.6(2),Aggravated Misdemeanor,"51632(40.747654, -95.045654)",UNAUTHORIZED USE OF CREDIT CARDS,Property,Forgery/Fraud,6.41
2016,05/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,52,North Central Correctional Facility,124.411,Felony - Enhancement to Original Penalty,"50579(42.394184, -94.640946)",Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,36.32
2014,06/01/2014 12:00:00 AM,Paroled w/Immediate Discharge,Black - Non-Hispanic,Female,53,Iowa Correctional Institution for Women,714.2(3),Aggravated Misdemeanor,"50169(41.658201, -93.356797)",THEFT 3RD DEGREE,Property,Theft,5.89
2016,06/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,36,Clarinda Correctional Facility,124.401(1)(c)(6),C Felony,"51632(40.747654, -95.045654)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,15.79
2014,06/01/2014 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,36,Newton Correctional Facility,708.2A(4),D Felony,"50208(41.707788, -93.035318)",DOMESTIC ABUSE ASSAULT - 3RD OR SUBSEQUENT OFFENSE,Violent,Assault,46.71
2016,04/01/2016 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,40,Mount Pleasant Correctional Facility,124.401(1)(c)(3),C Felony,"52641(40.988278, -91.57896)","Proh. Acts - Mfg, Del, Consp or Poss w/Int. - Cocaine LT 10 gm",Drug,Trafficking,20
2015,05/01/2015 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,25,Iowa Correctional Institution for Women,321.279(3),D Felony,"50169(41.658201, -93.356797)",ELUDING,Public Order,Traffic,3.59
2015,06/01/2015 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,51,Newton Correctional Facility,714.2(2),D Felony,"50208(41.707788, -93.035318)",THEFT 2ND DEGREE,Property,Theft,11.88
2014,06/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,30,Fort Dodge Correctional Facility,726.6(6),D Felony,"50501(42.494187, -94.188076)",Child Endangerment-Bodily Injury,Violent,Assault,16.55
2015,05/01/2015 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,39,Newton Correctional Facility,715A.2(2)a,D Felony,"50208(41.707788, -93.035318)",FORGERY,Property,Forgery/Fraud,11.18
2015,06/01/2015 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,20,Clarinda Correctional Facility,714.2(2),D Felony,"51632(40.747654, -95.045654)",THEFT 2ND DEGREE,Property,Theft,17.27
2014,05/01/2014 12:00:00 AM,Paroled w/Immediate Discharge,White - Non-Hispanic,Male,23,Anamosa State Penitentiary,124.401(1)(d)(2),D Felony,"52205(42.112167, -91.282703)","Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg",Drug,Trafficking,9.24
2014,06/01/2014 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Female,50,Iowa Correctional Institution for Women,714.2(3),Aggravated Misdemeanor,"50169(41.658201, -93.356797)",THEFT 3RD DEGREE,Property,Theft,4.01
2015,06/01/2015 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,29,Anamosa State Penitentiary,708.8,D Felony,"52205(42.112167, -91.282703)",GOING ARMED WITH INTENT,Violent,Assault,9.97
2014,05/01/2014 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,40,North Central Correctional Facility,708.11(3C),Aggravated Misdemeanor,"50579(42.394184, -94.640946)",STALKING--AGGRAVATED MISDEMEANOR - 1ST OFFENSE,Violent,Assault,16.55
2015,05/01/2015 12:00:00 AM,Released to Special Sentence,White - Non-Hispanic,Male,21,Fort Dodge Correctional Facility,709.8(3),D Felony,"50501(42.494187, -94.188076)",Lascivious Acts With A Child - 10 yr. special sentence,Violent,Sex,30.53
2015,06/01/2015 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,50,Newton Correctional Facility,715A.6(2),Aggravated Misdemeanor,"50208(41.707788, -93.035318)",UNAUTHORIZED USE OF CREDIT CARDS,Property,Forgery/Fraud,7.73
2016,05/01/2016 12:00:00 AM,Paroled to Detainer - Out of State,White - Non-Hispanic,Male,48,Newton Correctional Facility,715A.2(2)a,D Felony,"50208(41.707788, -93.035318)",FORGERY,Property,Forgery/Fraud,20.23
2015,06/01/2015 12:00:00 AM,Work Release Granted,American Indian or Alaska Native - Non-Hispanic,Male,32,Fort Dodge Correctional Facility,713.6A,D Felony,"50501(42.494187, -94.188076)",BURGLARY 3RD DEGREE,Property,Burglary,9.11
2014,05/01/2014 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,28,Iowa State Penitentiary,713.6A,D Felony,"52627(40.651925, -91.34727)",BURGLARY 3RD DEGREE,Property,Burglary,9.11
2014,06/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Female,40,Iowa Correctional Institution for Women,321J.2(C),D Felony,"50169(41.658201, -93.356797)",OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI,3.98
2014,06/01/2014 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,35,Newton Correctional Facility,124.401(1)(c)(6),C Felony,"50208(41.707788, -93.035318)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,20.72
2016,05/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Female,25,Iowa Correctional Institution for Women,715A.2(2)a,D Felony,"50169(41.658201, -93.356797)",FORGERY,Property,Forgery/Fraud,8.62
2014,05/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,21,Clarinda Correctional Facility,453B.12,D Felony,"51632(40.747654, -95.045654)",FAILURE TO AFFIX TAX STAMP,Drug,Other Drug,8.72
2014,05/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,38,Clarinda Correctional Facility,124.401(1)(b)(7),B Felony,"51632(40.747654, -95.045654)","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,23.68
2015,06/01/2015 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,57,North Central Correctional Facility,124.401(5)(c),D Felony,"50579(42.394184, -94.640946)",Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,9.57
2016,05/01/2016 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,28,Clarinda Correctional Facility,708.2A(5),D Felony,"51632(40.747654, -95.045654)",Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury,Violent,Assault,13.59
2016,05/01/2016 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,50,Newton Correctional Facility,"902.8,B",Felony - Enhancement to Original Penalty,"50208(41.707788, -93.035318)",HABITUAL OFFENDER (PROPERTY),Other,Other Criminal,24.44
2014,05/01/2014 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,35,North Central Correctional Facility,124.411,Felony - Enhancement to Original Penalty,"50579(42.394184, -94.640946)",Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,32.34
2014,06/01/2014 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,34,North Central Correctional Facility,713.5,C Felony,"50579(42.394184, -94.640946)",BURGLARY 2ND DEGREE,Property,Burglary,14.05
2014,06/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Female,31,Iowa Correctional Institution for Women,124.401(1)(c)(6),C Felony,"50169(41.658201, -93.356797)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,3.91
2014,06/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Female,33,Iowa Correctional Institution for Women,124.401(1)(c)(6),C Felony,"50169(41.658201, -93.356797)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,5.03
2014,06/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,26,Anamosa State Penitentiary,124.401(1)(d)(2),D Felony,"52205(42.112167, -91.282703)","Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg",Drug,Trafficking,8.19
2014,06/01/2014 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,29,Mount Pleasant Correctional Facility,714.2(3),Aggravated Misdemeanor,"52641(40.988278, -91.57896)",THEFT 3RD DEGREE,Property,Theft,6.18
2015,06/01/2015 12:00:00 AM,Paroled to Detainer - Out of State,White - Hispanic,Male,43,Clarinda Correctional Facility,321J.2(C),D Felony,"51632(40.747654, -95.045654)",OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF,Public Order,OWI,10.86
2014,06/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,24,Anamosa State Penitentiary,713.6A,D Felony,"52205(42.112167, -91.282703)",BURGLARY 3RD DEGREE,Property,Burglary,17.04
2014,07/01/2013 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,48,North Central Correctional Facility,124.401(1E),Felony - Enhancement to Original Penalty,"50579(42.394184, -94.640946)",Proh Acts-Firearm Poss/Control-2X Penalty Enh,Drug,Trafficking,66.25
2016,06/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,49,North Central Correctional Facility,713.6A,D Felony,"50579(42.394184, -94.640946)",BURGLARY 3RD DEGREE,Property,Burglary,19.31
2016,06/01/2016 12:00:00 AM,Work Release Granted,American Indian or Alaska Native - Non-Hispanic,Male,28,Newton Correctional Facility,124.401(1)(b)(7),B Felony,"50208(41.707788, -93.035318)","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,51.15
2015,06/01/2015 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Female,24,Iowa Correctional Institution for Women,726.6(6),D Felony,"50169(41.658201, -93.356797)",Child Endangerment-Bodily Injury,Violent,Assault,10.46
2015,06/01/2015 12:00:00 AM,Parole Granted,White - Non-Hispanic,Female,33,Iowa Correctional Institution for Women,712.4,Aggravated Misdemeanor,"50169(41.658201, -93.356797)",ARSON 3RD DEGREE,Property,Arson,3.68
2016,06/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,39,North Central Correctional Facility,724.26(2)(a),D Felony,"50579(42.394184, -94.640946)",Dominion/Control of firearm/off weapon by domestic abuse offender,Public Order,Weapons,12.96
2016,06/01/2016 12:00:00 AM,Parole Granted,White - Non-Hispanic,Female,25,Iowa Correctional Institution for Women,"706.1,A",C Felony,"50169(41.658201, -93.356797)",Conspiracy/Commit Forcible Felony,Other,Other Violent,11.38
2016,06/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,31,Fort Dodge Correctional Facility,713.6A,D Felony,"50501(42.494187, -94.188076)",BURGLARY 3RD DEGREE,Property,Burglary,20.59
2014,05/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,51,North Central Correctional Facility,708.8,D Felony,"50579(42.394184, -94.640946)",GOING ARMED WITH INTENT,Violent,Assault,8.52
2014,06/01/2014 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,23,Clarinda Correctional Facility,708.4(1),C Felony,"51632(40.747654, -95.045654)",WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,41.41
2016,06/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Female,21,Iowa Correctional Institution for Women,715A.2(2)a,D Felony,"50169(41.658201, -93.356797)",FORGERY,Property,Forgery/Fraud,4.47
2014,05/01/2014 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,42,Newton Correctional Facility,124.401(1)(c)(6),C Felony,"50208(41.707788, -93.035318)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,19.41
2015,06/01/2015 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,29,North Central Correctional Facility,124.401(1)(c)(1),C Felony,"50579(42.394184, -94.640946)","Proh Acts-Mfg, Del, Consp or Poss w/Int-Heroin LT 100gm",Drug,Trafficking,15.99
2015,06/01/2015 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,20,North Central Correctional Facility,713.6B,Aggravated Misdemeanor,"50579(42.394184, -94.640946)",ATTEMPTED BURGLARY 3RD DEGREE,Property,Burglary,4.77
2016,06/01/2016 12:00:00 AM,Paroled w/Immediate Discharge,White - Non-Hispanic,Male,48,Newton Correctional Facility,"124.401(5),B",Aggravated Misdemeanor,"50208(41.707788, -93.035318)",Proh Acts-Poss w/o Prescription - 2nd Offense,Drug,Drug Possession,5.82
2014,06/01/2014 12:00:00 AM,Paroled to Detainer - INS,Black - Non-Hispanic,Male,36,Iowa Medical & Classification Center,714.2(2),D Felony,"52241(41.694462, -91.58569)",THEFT 2ND DEGREE,Property,Theft,23.36
2014,05/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,20,Clarinda Correctional Facility,713.6A,D Felony,"51632(40.747654, -95.045654)",BURGLARY 3RD DEGREE,Property,Burglary,21.25
2015,06/01/2015 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,30,North Central Correctional Facility,708.2A(3B),Aggravated Misdemeanor,"50579(42.394184, -94.640946)",DOMESTIC ABUSE ASSAULT - 2ND OFFENSE,Violent,Assault,5.03
2014,06/01/2014 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,23,Clarinda Correctional Facility,714.2(2),D Felony,"51632(40.747654, -95.045654)",THEFT 2ND DEGREE,Property,Theft,8.75
2015,06/01/2015 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,22,Fort Dodge Correctional Facility,708.6(1),C Felony,"50501(42.494187, -94.188076)",INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault,57.27
2014,06/01/2014 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,51,North Central Correctional Facility,124.411,Felony - Enhancement to Original Penalty,"50579(42.394184, -94.640946)",Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,90.66
2014,05/01/2014 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,35,North Central Correctional Facility,124.401(1)(b)(7),B Felony,"50579(42.394184, -94.640946)","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,30.26
2015,05/01/2015 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Female,27,Iowa Correctional Institution for Women,711.4,D Felony,"50169(41.658201, -93.356797)",EXTORTION,Violent,Other Violent,6.38
2014,06/01/2014 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,20,Fort Dodge Correctional Facility,711.4,D Felony,"50501(42.494187, -94.188076)",EXTORTION,Violent,Other Violent,14.51
2016,06/01/2016 12:00:00 AM,Work Release Granted,White - Non-Hispanic,Male,39,Clarinda Correctional Facility,714.3A(2)(a),Aggravated Misdemeanor,"51632(40.747654, -95.045654)",Aggravated Theft,Violent,Assault,3.82
2016,05/01/2016 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,27,Iowa State Penitentiary,"902.8,B",Felony - Enhancement to Original Penalty,"52627(40.651925, -91.34727)",HABITUAL OFFENDER (PROPERTY),Other,Other Criminal,17.66
2014,06/01/2014 12:00:00 AM,Parole Granted,Black - Non-Hispanic,Male,25,Fort Dodge Correctional Facility,713.6A,D Felony,"50501(42.494187, -94.188076)",BURGLARY 3RD DEGREE,Property,Burglary,12.34
2014,06/01/2014 12:00:00 AM,Work Release Granted,Black - Non-Hispanic,Male,21,North Central Correctional Facility,708.6(2),D Felony,"50579(42.394184, -94.640946)",INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault,17.7
2015,06/01/2015 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,32,Clarinda Correctional Facility,124.401(1)(c)(6),C Felony,"51632(40.747654, -95.045654)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,12.7
2015,06/01/2015 12:00:00 AM,Parole Granted,White - Non-Hispanic,Male,52,Newton Correctional Facility,124.411,Felony - Enhancement to Original Penalty,"50208(41.707788, -93.035318)",Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,32.99
2016,05/01/2016 12:00:00 AM,Parole Granted,White - Non-Hispanic,Female,33,Iowa Correctional Institution for Women,124.401(1)(c)(6),C Felony,"50169(41.658201, -93.356797)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,19.67
2016,06/01/2016 12:00:00 AM,Parole Granted,White - Non-Hispanic,Female,25,Iowa Correctional Institution for Women,124.401(1)(c)(6),C Felony,"50169(41.658201, -93.356797)","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,9.61
